ticker,t,exp,Price,n,R,T_n,N_T,F_n,K_0,n_put_raw,n_call_raw,n_put,n_call,max_K,min_K,mean_delta_K,sigma_sq
AAAA,2017-06-13T09:42:00Z,2017-07-07T16:00:00Z,146.945,36,0.00878736132995863,0.066472602739726,34938,147.090052586047,147,25,10,25,10,167.5,120,1.35714285714286,0.0494583772188902
AAAA,2017-06-13T09:42:00Z,2017-07-14T16:00:00Z,146.945,30,0.00892453626720795,0.0856506849315069,45018,147.15011470273,147,15,14,15,14,177.5,115,2.1551724137931,0.0480532990572622
AAAA,2017-06-13T09:42:00Z,2017-07-21T16:00:00Z,146.945,16,0.0090589522283611,0.104828767123288,55098,147.197085447206,145,8,7,8,7,180,100,5.33333333333333,0.0479587245940176
AAAA,2017-06-13T09:42:00Z,2017-07-28T16:00:00Z,146.945,23,0.00919061901250769,0.124006849315069,65178,147.150171052412,147,13,9,13,9,170,120,2.27272727272727,0.056750223261896
AAAA,2017-06-13T09:42:00Z,2017-08-18T16:00:00Z,146.945,21,0.00956922229380427,0.181541095890411,95418,146.903303562149,145,9,11,9,11,200,100,5,0.0588414925411717
AAAA,2017-06-13T09:43:00Z,2017-06-16T16:00:00Z,146.84,27,0.00835917009650612,0.00893645357686454,4697,146.904992903108,146,18,8,18,8,160,128,1.23076923076923,0.0858663141196506
AAAA,2017-06-13T09:43:00Z,2017-06-23T16:00:00Z,146.84,43,0.00850468103369212,0.0281145357686454,14777,146.934984456306,146,31,11,31,11,167.5,115,1.25,0.0648179912482321
AAAA,2017-06-13T09:43:00Z,2017-06-30T16:00:00Z,146.84,43,0.00864740359654096,0.0472926179604262,24857,146.99499795479,146,30,12,30,12,170,110,1.42857142857143,0.0571687061678897
AAAA,2017-06-13T09:43:00Z,2017-07-07T16:00:00Z,146.84,36,0.00878734758414226,0.066470700152207,34937,147.065037977665,147,25,10,25,10,167.5,120,1.35714285714286,0.0491893755228376
AAAA,2017-06-13T09:43:00Z,2017-07-14T16:00:00Z,146.84,30,0.00892452279558565,0.0856487823439878,45017,147.075057350004,147,15,14,15,14,177.5,115,2.1551724137931,0.0480061639047482
AAAA,2017-06-13T09:43:00Z,2017-07-21T16:00:00Z,146.84,16,0.00905893902996072,0.104826864535769,55097,147.122014150958,145,8,7,8,7,180,100,5.33333333333333,0.0477363266142542
AAAA,2017-06-13T09:43:00Z,2017-07-28T16:00:00Z,146.84,23,0.00919060608635711,0.124004946727549,65177,147.225256574318,147,13,9,13,9,170,120,2.27272727272727,0.0562034566199856
AAAA,2017-06-13T09:43:00Z,2017-08-18T16:00:00Z,146.84,21,0.00956921017857028,0.181539193302892,95417,146.853216588487,145,9,11,9,11,200,100,5,0.0587707346695794
AAAA,2017-06-13T09:44:00Z,2017-06-16T16:00:00Z,147.1,27,0.00835915552224724,0.00893455098934551,4696,147.145010829773,147,20,7,19,7,160,128,1.23076923076923,0.0836862261480217
AAAA,2017-06-13T09:44:00Z,2017-06-23T16:00:00Z,147.1,43,0.00850466673654379,0.0281126331811263,14776,147.185044236675,147,32,10,32,10,167.5,115,1.25,0.0636327098223701
AAAA,2017-06-13T09:44:00Z,2017-06-30T16:00:00Z,147.1,43,0.00864738957553105,0.0472907153729072,24856,147.235096120844,147,31,11,31,11,170,110,1.42857142857143,0.0561681434987895
AAAA,2017-06-13T09:44:00Z,2017-07-07T16:00:00Z,147.1,36,0.00878733383829864,0.066468797564688,34936,147.24014022099,147,25,10,25,10,167.5,120,1.35714285714286,0.0484662249850037
AAAA,2017-06-13T09:44:00Z,2017-07-14T16:00:00Z,147.1,30,0.00892450932393618,0.0856468797564688,45016,147.300229394572,147,15,14,15,14,177.5,115,2.1551724137931,0.047342068118197
AAAA,2017-06-13T09:44:00Z,2017-07-21T16:00:00Z,147.1,16,0.00905892583153329,0.10482496194825,55096,147.352232623539,145,8,7,8,7,180,100,5.33333333333333,0.0472612877390488
AAAA,2017-06-13T09:44:00Z,2017-07-28T16:00:00Z,147.1,23,0.00919059316017957,0.12400304414003,65176,147.350399108917,147,13,9,13,9,170,120,2.27272727272727,0.055199179673368
AAAA,2017-06-13T09:44:00Z,2017-08-18T16:00:00Z,147.1,21,0.00956919806330962,0.181537290715373,95416,147.128694686581,145,9,11,9,11,200,100,5,0.0582118084167587
AAAA,2017-06-13T09:45:00Z,2017-06-16T16:00:00Z,147.085,27,0.00835914094796082,0.00893264840182648,4695,147.115008587286,147,19,7,19,7,160,128,1.23076923076923,0.0835685797214436
AAAA,2017-06-13T09:45:00Z,2017-06-23T16:00:00Z,147.085,43,0.00850465243936802,0.0281107305936073,14775,147.170040647098,147,32,10,32,10,167.5,115,1.25,0.0631639653641573
AAAA,2017-06-13T09:45:00Z,2017-06-30T16:00:00Z,147.085,43,0.0086473755544938,0.0472888127853881,24855,147.205083846588,147,31,11,31,11,170,110,1.42857142857143,0.0561903928876016
AAAA,2017-06-13T09:45:00Z,2017-07-07T16:00:00Z,147.085,36,0.00878732009242777,0.066466894977169,34935,147.215125610844,147,25,10,25,10,167.5,120,1.35714285714286,0.048327205604141
AAAA,2017-06-13T09:45:00Z,2017-07-14T16:00:00Z,147.085,30,0.00892449585225957,0.0856449771689498,45015,147.275210273367,147,15,14,15,14,177.5,115,2.1551724137931,0.0473594966829222
AAAA,2017-06-13T09:45:00Z,2017-07-21T16:00:00Z,147.085,16,0.00905891263307879,0.104823059360731,55095,147.312194578386,145,8,7,8,7,180,100,5.33333333333333,0.0472907958651406
AAAA,2017-06-13T09:45:00Z,2017-07-28T16:00:00Z,147.085,23,0.00919058023397506,0.124001141552511,65175,147.275313580322,147,13,9,13,9,170,120,2.27272727272727,0.0551696570944322
AAAA,2017-06-13T09:45:00Z,2017-08-18T16:00:00Z,147.085,21,0.00956918594802229,0.181535388127854,95415,147.078607710364,145,9,11,9,11,200,100,5,0.0580664974574126
AAAA,2017-06-13T09:46:00Z,2017-06-16T16:00:00Z,147.015,27,0.00835912637364686,0.00893074581430746,4694,147.040002986241,147,19,7,19,7,160,128,1.23076923076923,0.0836865670894558
AAAA,2017-06-13T09:46:00Z,2017-06-23T16:00:00Z,147.015,43,0.0085046381421648,0.0281088280060883,14774,147.100023908399,147,32,10,32,10,167.5,115,1.25,0.0630780635540839
AAAA,2017-06-13T09:46:00Z,2017-06-30T16:00:00Z,147.015,43,0.00864736153342919,0.0472869101978691,24854,147.14505930364,147,31,11,31,11,170,110,1.42857142857143,0.0560935791316672
AAAA,2017-06-13T09:46:00Z,2017-07-07T16:00:00Z,147.015,36,0.00878730634652965,0.0664649923896499,34934,147.135078869543,147,25,10,25,10,167.5,120,1.35714285714286,0.0483045314073534
AAAA,2017-06-13T09:46:00Z,2017-07-14T16:00:00Z,147.015,30,0.0089244823805558,0.0856430745814308,45014,147.175133807149,147,15,14,15,14,177.5,115,2.1551724137931,0.0472157882154646
AAAA,2017-06-13T09:46:00Z,2017-07-21T16:00:00Z,147.015,16,0.00905889943459724,0.104821156773212,55094,147.2771612848,145,8,7,8,7,180,100,5.33333333333333,0.047253566937826
AAAA,2017-06-13T09:46:00Z,2017-07-28T16:00:00Z,147.015,23,0.00919056730774359,0.123999238964992,65174,147.250285068242,147,13,9,13,9,170,120,2.27272727272727,0.054838757611762
AAAA,2017-06-13T09:46:00Z,2017-08-18T16:00:00Z,147.015,21,0.00956917383270829,0.181533485540335,95414,146.953390338554,145,9,11,9,11,200,100,5,0.0581466224428646
AAAA,2017-06-13T09:47:00Z,2017-06-16T16:00:00Z,147.285,26,0.00835911179930536,0.00892884322678843,4693,147.310023138395,147,18,7,18,7,160,128,1.28,0.0816328368861398
AAAA,2017-06-13T09:47:00Z,2017-06-23T16:00:00Z,147.285,43,0.00850462384493415,0.0281069254185693,14773,147.360086064264,147,32,10,32,10,167.5,115,1.25,0.0617326805299107
AAAA,2017-06-13T09:47:00Z,2017-06-30T16:00:00Z,147.285,43,0.00864734751233725,0.0472850076103501,24853,147.405165634267,147,31,11,31,11,170,110,1.42857142857143,0.0552876697369182
AAAA,2017-06-13T09:47:00Z,2017-07-07T16:00:00Z,147.285,36,0.00878729260060429,0.0664630898021309,34933,147.420245364502,147,25,10,25,10,167.5,120,1.35714285714286,0.0475839370602651
AAAA,2017-06-13T09:47:00Z,2017-07-14T16:00:00Z,147.285,30,0.00892446890882487,0.0856411719939117,45013,147.500382297065,147,15,14,15,14,177.5,115,2.1551724137931,0.0465317125235552
AAAA,2017-06-13T09:47:00Z,2017-07-21T16:00:00Z,147.285,16,0.00905888623608863,0.104819254185693,55093,147.502629758333,145,8,7,8,7,180,100,5.33333333333333,0.0467674566166088
AAAA,2017-06-13T09:47:00Z,2017-07-28T16:00:00Z,147.285,23,0.00919055438148517,0.123997336377473,65173,147.42548460789,147,13,9,13,9,170,120,2.27272727272727,0.054166474711485
AAAA,2017-06-13T09:47:00Z,2017-08-18T16:00:00Z,147.285,21,0.00956916171736762,0.181531582952816,95413,147.303998813845,145,9,11,9,11,200,100,5,0.0576040664995932
AAAA,2017-06-13T09:48:00Z,2017-06-16T16:00:00Z,147.26,25,0.00835909722493633,0.00892694063926941,4692,147.275020521586,147,17,7,17,7,160,130,1.25,0.0807181336779654
AAAA,2017-06-13T09:48:00Z,2017-06-23T16:00:00Z,147.26,43,0.00850460954767605,0.0281050228310502,14772,147.335080082023,147,32,10,32,10,167.5,115,1.25,0.0614013506583235
AAAA,2017-06-13T09:48:00Z,2017-06-30T16:00:00Z,147.26,44,0.00864733349121795,0.047283105022831,24852,147.375153358642,147,31,12,31,12,172.5,110,1.45348837209302,0.0552596755604507
AAAA,2017-06-13T09:48:00Z,2017-07-07T16:00:00Z,147.26,36,0.00878727885465167,0.0664611872146119,34932,147.370216147915,147,25,10,25,10,167.5,120,1.35714285714286,0.0475259688392704
