ticker,t,exp,Price,n,R,T_n,N_T,F_n,K_0,n_put_raw,n_call_raw,n_put,n_call,max_K,min_K,mean_delta_K,sigma_sq
AAAA,2017-06-13T09:31:00Z,2017-06-16T16:00:00Z,147.39,33,0.00835934498546462,0.00895928462709285,4709,147.405030333105,147,24,8,24,8,162.5,120,1.328125,0.111137762242439
AAAA,2017-06-13T09:31:00Z,2017-06-23T16:00:00Z,147.39,43,0.00850485259733151,0.0281373668188737,14789,147.425101716437,147,32,10,32,10,167.5,115,1.25,0.0756214502438586
AAAA,2017-06-13T09:31:00Z,2017-06-30T16:00:00Z,147.39,43,0.00864757184652683,0.0473154490106545,24869,147.48519848502,147,31,11,31,11,170,110,1.42857142857143,0.0642369018839834
AAAA,2017-06-13T09:31:00Z,2017-07-07T16:00:00Z,147.39,35,0.00878751253214019,0.0664935312024353,34949,147.569748672102,147,24,10,24,10,167.5,123,1.30882352941176,0.054129844612672
AAAA,2017-06-13T09:31:00Z,2017-07-14T16:00:00Z,147.39,30,0.00892468445326122,0.0856716133942161,45029,147.549655801979,147,15,14,15,14,177.5,115,2.1551724137931,0.0521863957848074
AAAA,2017-06-13T09:31:00Z,2017-07-21T16:00:00Z,147.39,18,0.00905909740897952,0.104849695585997,55109,147.592714540886,145,8,9,8,9,190,100,5.29411764705882,0.0520959179732268
AAAA,2017-06-13T09:31:00Z,2017-07-28T16:00:00Z,147.39,23,0.00919076119838472,0.124027777777778,65189,147.649600804129,147,12,10,12,10,167.5,125,1.93181818181818,0.0547343653574358
AAAA,2017-06-13T09:31:00Z,2017-08-18T16:00:00Z,147.39,21,0.00956935555961781,0.18156202435312,95429,147.404173460262,145,9,11,9,11,200,100,5,0.0614661484752466
AAAA,2017-06-13T09:32:00Z,2017-06-16T16:00:00Z,147.13,32,0.00835933041153622,0.00895738203957382,4708,147.140010483273,147,23,8,23,8,162.5,123,1.2741935483871,0.108188852696342
AAAA,2017-06-13T09:32:00Z,2017-06-23T16:00:00Z,147.13,43,0.0085048383005125,0.0281354642313546,14788,147.185044273498,147,32,10,32,10,167.5,115,1.25,0.0760125660036788
AAAA,2017-06-13T09:32:00Z,2017-06-30T16:00:00Z,147.13,43,0.00864755782584508,0.0473135464231355,24868,147.250102307585,147,31,11,31,11,170,110,1.42857142857143,0.0644252652885752
AAAA,2017-06-13T09:32:00Z,2017-07-07T16:00:00Z,147.13,35,0.00878749878662357,0.0664916286149163,34948,147.255149038789,147,24,10,24,10,167.5,123,1.30882352941176,0.053583900466017
AAAA,2017-06-13T09:32:00Z,2017-07-14T16:00:00Z,147.13,30,0.0089246709819376,0.0856697108066971,45028,147.325248581562,147,15,14,15,14,177.5,115,2.1551724137931,0.0519055027532063
AAAA,2017-06-13T09:32:00Z,2017-07-21T16:00:00Z,147.13,18,0.00905908421087677,0.104847792998478,55108,147.342223646338,145,8,9,8,9,190,100,5.29411764705882,0.0512475766175833
AAAA,2017-06-13T09:32:00Z,2017-07-28T16:00:00Z,147.13,20,0.0091907482725307,0.124025875190259,65188,148.075085540539,148,13,6,13,6,160,125,1.84210526315789,0.057494969624302
AAAA,2017-06-13T09:32:00Z,2017-08-18T16:00:00Z,147.13,22,0.00956934344467721,0.181560121765601,95428,147.103651734802,145,9,12,9,12,205,100,5,0.0611491890226881
AAAA,2017-06-13T09:33:00Z,2017-06-16T16:00:00Z,147.015,32,0.00835931583758027,0.00895547945205479,4707,147.055004117547,147,23,8,23,8,162.5,123,1.2741935483871,0.106381646227504
AAAA,2017-06-13T09:33:00Z,2017-06-23T16:00:00Z,147.015,43,0.00850482400366604,0.0281335616438356,14787,147.110026322958,147,32,10,32,10,167.5,115,1.25,0.0751304397579009
AAAA,2017-06-13T09:33:00Z,2017-06-30T16:00:00Z,147.015,43,0.00864754380513598,0.0473116438356164,24867,147.170069566247,147,31,11,31,11,170,110,1.42857142857143,0.0643761029729157
AAAA,2017-06-13T09:33:00Z,2017-07-07T16:00:00Z,147.015,35,0.0087874850410797,0.0664897260273973,34947,147.25514903429,147,24,10,24,10,167.5,123,1.30882352941176,0.0531422423520426
AAAA,2017-06-13T09:33:00Z,2017-07-14T16:00:00Z,147.015,30,0.00892465751058683,0.0856678082191781,45027,147.250191212049,147,15,14,15,14,177.5,115,2.1551724137931,0.0516846509766367
AAAA,2017-06-13T09:33:00Z,2017-07-21T16:00:00Z,147.015,18,0.00905907101274696,0.104845890410959,55107,147.282166587272,145,8,9,8,9,190,100,5.29411764705882,0.0510901688766571
AAAA,2017-06-13T09:33:00Z,2017-07-28T16:00:00Z,147.015,20,0.00919073534664972,0.12402397260274,65187,147.974971486965,147,12,7,12,7,160,125,1.84210526315789,0.0576916254699824
AAAA,2017-06-13T09:33:00Z,2017-08-18T16:00:00Z,147.015,22,0.00956933132970994,0.181558219178082,95427,147.028521274308,145,9,12,9,12,205,100,5,0.0610120229398153
AAAA,2017-06-13T09:34:00Z,2017-06-16T16:00:00Z,146.8,32,0.00835930126359678,0.00895357686453577,4706,146.819986527279,146,22,9,22,9,162.5,123,1.2741935483871,0.103887861217784
AAAA,2017-06-13T09:34:00Z,2017-06-23T16:00:00Z,146.8,43,0.00850480970679214,0.0281316590563166,14786,146.874970089621,146,31,11,31,11,167.5,115,1.25,0.0741063205233475
AAAA,2017-06-13T09:34:00Z,2017-06-30T16:00:00Z,146.8,43,0.00864752978439954,0.0473097412480974,24866,146.919967264312,146,30,12,30,12,170,110,1.42857142857143,0.0639550782986048
AAAA,2017-06-13T09:34:00Z,2017-07-07T16:00:00Z,146.8,35,0.00878747129550859,0.0664878234398782,34946,146.949970778472,146,23,11,23,11,167.5,123,1.30882352941176,0.0530549576266614
AAAA,2017-06-13T09:34:00Z,2017-07-14T16:00:00Z,146.8,30,0.0089246440392089,0.0856659056316591,45026,147,147,15,14,15,14,177.5,115,2.1551724137931,0.0515237535624554
AAAA,2017-06-13T09:34:00Z,2017-07-21T16:00:00Z,146.8,18,0.00905905781459009,0.10484398782344,55106,147.006905229072,145,8,9,8,9,190,100,5.29411764705882,0.0509943582349985
AAAA,2017-06-13T09:34:00Z,2017-07-28T16:00:00Z,146.8,21,0.00919072242074178,0.124022070015221,65186,147.450513226034,147,12,8,12,8,165,125,2,0.0596529150879542
AAAA,2017-06-13T09:34:00Z,2017-08-18T16:00:00Z,146.8,22,0.00956931921471599,0.181556316590563,95426,146.778086512801,145,9,12,9,12,205,100,5,0.0608703557877974
AAAA,2017-06-13T09:35:00Z,2017-06-16T16:00:00Z,146.63,31,0.00835928668958575,0.00895167427701674,4705,146.654974182818,146,21,9,21,9,162.5,124,1.28333333333333,0.10066905052604
AAAA,2017-06-13T09:35:00Z,2017-06-23T16:00:00Z,146.63,43,0.0085047954098908,0.0281297564687976,14785,146.694927023735,146,31,11,31,11,167.5,115,1.25,0.0731791223102743
AAAA,2017-06-13T09:35:00Z,2017-06-30T16:00:00Z,146.63,43,0.00864751576363575,0.0473078386605784,24865,146.729889521678,146,30,12,30,12,170,110,1.42857142857143,0.0634715476015515
AAAA,2017-06-13T09:35:00Z,2017-07-07T16:00:00Z,146.63,36,0.00878745754991022,0.0664859208523592,34945,146.759859740902,146,24,11,24,11,167.5,120,1.35714285714286,0.053290826611582
AAAA,2017-06-13T09:35:00Z,2017-07-14T16:00:00Z,146.63,30,0.00892463056780382,0.08566400304414,45025,146.774827917323,146,14,15,14,15,177.5,115,2.1551724137931,0.0515093442571934
AAAA,2017-06-13T09:35:00Z,2017-07-21T16:00:00Z,146.63,18,0.00905904461640617,0.104842085235921,55105,146.851757907558,145,8,9,8,9,190,100,5.29411764705882,0.051000260237489
AAAA,2017-06-13T09:35:00Z,2017-07-28T16:00:00Z,146.63,22,0.00919070949480689,0.124020167427702,65185,147.325370657036,147,12,9,12,9,170,125,2.14285714285714,0.0596941497857077
AAAA,2017-06-13T09:35:00Z,2017-08-18T16:00:00Z,146.63,22,0.00956930709969538,0.181554414003044,95425,146.527651761515,145,9,12,9,12,205,100,5,0.0612777341669374
AAAA,2017-06-13T09:36:00Z,2017-06-16T16:00:00Z,146.685,31,0.00835927211554719,0.00894977168949772,4704,146.729979799579,146,21,9,21,9,162.5,124,1.28333333333333,0.0990767145804518
AAAA,2017-06-13T09:36:00Z,2017-06-23T16:00:00Z,146.685,43,0.00850478111296201,0.0281278538812785,14784,146.769944972533,146,31,11,31,11,167.5,115,1.25,0.0713559616086231
AAAA,2017-06-13T09:36:00Z,2017-06-30T16:00:00Z,146.685,43,0.00864750174284461,0.0473059360730594,24864,146.814924305058,146,30,12,30,12,170,110,1.42857142857143,0.062419511509298
AAAA,2017-06-13T09:36:00Z,2017-07-07T16:00:00Z,146.685,36,0.0087874438042846,0.0664840182648402,34944,146.909947404426,146,24,11,24,11,167.5,120,1.35714285714286,0.0521385575811443
AAAA,2017-06-13T09:36:00Z,2017-07-14T16:00:00Z,146.685,30,0.00892461709637158,0.085662100456621,45024,146.924942640469,146,14,15,14,15,177.5,115,2.1551724137931,0.0507103486849974
AAAA,2017-06-13T09:36:00Z,2017-07-21T16:00:00Z,146.685,17,0.00905903141819519,0.104840182648402,55104,146.921824387196,145,8,8,8,8,185,100,5.3125,0.0503629975837663
AAAA,2017-06-13T09:36:00Z,2017-07-28T16:00:00Z,146.685,22,0.00919069656884503,0.124018264840183,65184,147.325370650825,147,12,9,12,9,170,125,2.14285714285714,0.0594671901441472
AAAA,2017-06-13T09:36:00Z,2017-08-18T16:00:00Z,146.685,21,0.00956929498464809,0.181552511415525,95424,146.727999498255,145,9,11,9,11,200,100,5,0.0605971937536016
AAAA,2017-06-13T09:37:00Z,2017-06-16T16:00:00Z,146.505,30,0.00835925754148108,0.00894786910197869,4703,146.554966713849,146,21,8,21,8,160,124,1.24137931034483,0.0986272488231734
AAAA,2017-06-13T09:37:00Z,2017-06-23T16:00:00Z,146.505,43,0.00850476681600578,0.0281259512937595,14783,146.604905502859,146,31,11,31,11,167.5,115,1.25,0.0705641304441913
AAAA,2017-06-13T09:37:00Z,2017-06-30T16:00:00Z,146.505,43,0.00864748772202613,0.0473040334855403,24863,146.644854753622,146,30,12,30,12,170,110,1.42857142857143,0.0620195688577581
AAAA,2017-06-13T09:37:00Z,2017-07-07T16:00:00Z,146.505,36,0.00878743005863173,0.0664821156773212,34943,146.719836374265,146,24,11,24,11,167.5,120,1.35714285714286,0.0520743435597418
AAAA,2017-06-13T09:37:00Z,2017-07-14T16:00:00Z,146.505,30,0.00892460362491219,0.085660197869102,45023,146.749808806099,146,14,15,14,15,177.5,115,2.1551724137931,0.0505909831314158
AAAA,2017-06-13T09:37:00Z,2017-07-21T16:00:00Z,146.505,17,0.00905901821995715,0.104838280060883,55103,146.801710329449,145,8,8,8,8,185,100,5.3125,0.0499558529004611
AAAA,2017-06-13T09:37:00Z,2017-07-28T16:00:00Z,146.505,22,0.00919068364285621,0.124016362252664,65183,147.550627244731,147,12,9,12,9,170,125,2.14285714285714,0.0593989618709419
AAAA,2017-06-13T09:37:00Z,2017-08-18T16:00:00Z,146.505,21,0.00956928286957413,0.181550608828006,95423,146.552695169647,145,9,11,9,11,200,100,5,0.0604985072178605
AAAA,2017-06-13T09:38:00Z,2017-06-16T16:00:00Z,146.545,29,0.00835924296738744,0.00894596651445967,4702,146.579968590592,146,20,8,20,8,160,125,1.25,0.0965599853041395
AAAA,2017-06-13T09:38:00Z,2017-06-23T16:00:00Z,146.545,43,0.00850475251902211,0.0281240487062405,14782,146.629911489828,146,31,11,31,11,167.5,115,1.25,0.0695159665183857
AAAA,2017-06-13T09:38:00Z,2017-06-30T16:00:00Z,146.545,43,0.0086474737011803,0.0473021308980213,24862,146.649856805339,146,30,12,30,12,170,110,1.42857142857143,0.0615601850004791
AAAA,2017-06-13T09:38:00Z,2017-07-07T16:00:00Z,146.545,36,0.00878741631295161,0.0664802130898021,34942,146.709830535606,146,24,11,24,11,167.5,120,1.35714285714286,0.0515776857074278
AAAA,2017-06-13T09:38:00Z,2017-07-14T16:00:00Z,146.545,30,0.00892459015342565,0.085658295281583,45022,146.749808810636,146,14,15,14,15,177.5,115,2.1551724137931,0.0503129151298474
AAAA,2017-06-13T09:38:00Z,2017-07-21T16:00:00Z,146.545,16,0.00905900502169206,0.104836377473364,55102,146.801710295903,145,8,7,8,7,180,100,5.33333333333333,0.0496276547405122
AAAA,2017-06-13T09:38:00Z,2017-07-28T16:00:00Z,146.545,22,0.00919067071684043,0.124014459665145,65182,147.525598723574,147,12,9,12,9,170,125,2.14285714285714,0.0588577165723079
AAAA,2017-06-13T09:38:00Z,2017-08-18T16:00:00Z,146.545,21,0.0095692707544735,0.181548706240487,95422,146.527651667995,145,9,11,9,11,200,100,5,0.0601659861473523
AAAA,2017-06-13T09:39:00Z,2017-06-16T16:00:00Z,146.485,29,0.00835922839326625,0.00894406392694064,4701,146.529964858914,146,20,8,20,8,160,125,1.25,0.0943250113938881
AAAA,2017-06-13T09:39:00Z,2017-06-23T16:00:00Z,146.485,43,0.008504738222011,0.0281221461187215,14781,146.569897143959,146,31,11,31,11,167.5,115,1.25,0.0689926368163394
AAAA,2017-06-13T09:39:00Z,2017-06-30T16:00:00Z,146.485,43,0.00864745968030712,0.0473002283105023,24861,146.619844538018,146,30,12,30,12,170,110,1.42857142857143,0.0610467591952234
AAAA,2017-06-13T09:39:00Z,2017-07-07T16:00:00Z,146.485,37,0.00878740256724424,0.0664783105022831,34941,146.724839305857,146,25,11,25,11,167.5,115,1.45833333333333,0.052116046799403
AAAA,2017-06-13T09:39:00Z,2017-07-14T16:00:00Z,146.485,30,0.00892457668191196,0.0856563926940639,45021,146.699770578207,146,14,15,14,15,177.5,115,2.1551724137931,0.0500709912182454
AAAA,2017-06-13T09:39:00Z,2017-07-21T16:00:00Z,146.485,16,0.0090589918233999,0.104834474885845,55101,146.726639001425,145,8,7,8,7,180,100,5.33333333333333,0.0494004543588959
AAAA,2017-06-13T09:39:00Z,2017-07-28T16:00:00Z,146.485,22,0.00919065779079768,0.124012557077626,65181,146.974971489831,146,11,10,11,10,170,125,2.14285714285714,0.0573816719837675
AAAA,2017-06-13T09:39:00Z,2017-08-18T16:00:00Z,146.485,21,0.0095692586393462,0.181546803652968,95421,146.47756469791,145,9,11,9,11,200,100,5,0.0598323552000972
AAAA,2017-06-13T09:40:00Z,2017-06-16T16:00:00Z,146.615,28,0.00835921381911753,0.00894216133942161,4700,146.65497421048,146,19,8,19,8,160,127,1.22222222222222,0.0921608561294338
AAAA,2017-06-13T09:40:00Z,2017-06-23T16:00:00Z,146.615,43,0.00850472392497244,0.0281202435312024,14780,146.699928244948,146,31,11,31,11,167.5,115,1.25,0.0675788826145117
AAAA,2017-06-13T09:40:00Z,2017-06-30T16:00:00Z,146.615,43,0.0086474456594066,0.0472983257229833,24860,146.744895681194,146,30,12,30,12,170,110,1.42857142857143,0.0599726330014875
AAAA,2017-06-13T09:40:00Z,2017-07-07T16:00:00Z,146.615,37,0.00878738882150962,0.0664764079147641,34940,146.764862683697,146,25,11,25,11,167.5,115,1.45833333333333,0.0517048439213724
AAAA,2017-06-13T09:40:00Z,2017-07-14T16:00:00Z,146.615,30,0.00892456321037111,0.0856544901065449,45020,146.874904409855,146,14,15,14,15,177.5,115,2.1551724137931,0.0495582314753103
AAAA,2017-06-13T09:40:00Z,2017-07-21T16:00:00Z,146.615,16,0.00905897862508069,0.104832572298326,55100,146.886790989615,145,8,7,8,7,180,100,5.33333333333333,0.0491303838366304
AAAA,2017-06-13T09:40:00Z,2017-07-28T16:00:00Z,146.615,23,0.00919064486472798,0.124010654490107,65180,147,147,13,9,13,9,170,120,2.27272727272727,0.0581232914416217
AAAA,2017-06-13T09:40:00Z,2017-08-18T16:00:00Z,146.615,21,0.00956924652419223,0.181544901065449,95420,146.62782548143,145,9,11,9,11,200,100,5,0.0594846886155335
AAAA,2017-06-13T09:41:00Z,2017-06-16T16:00:00Z,146.915,27,0.00835919924494127,0.00894025875190259,4699,146.934995142147,146,18,8,18,8,160,128,1.23076923076923,0.0877005909748359
AAAA,2017-06-13T09:41:00Z,2017-06-23T16:00:00Z,146.915,43,0.00850470962790644,0.0281183409436834,14779,147.005001195835,147,32,10,32,10,167.5,115,1.25,0.0658928041224216
AAAA,2017-06-13T09:41:00Z,2017-06-30T16:00:00Z,146.915,43,0.00864743163847873,0.0472964231354642,24859,147.060024544574,147,31,11,31,11,170,110,1.42857142857143,0.0583927185411397
AAAA,2017-06-13T09:41:00Z,2017-07-07T16:00:00Z,146.915,36,0.00878737507574775,0.0664745053272451,34939,147.080046744564,147,25,10,25,10,167.5,120,1.35714285714286,0.049917887219478
AAAA,2017-06-13T09:41:00Z,2017-07-14T16:00:00Z,146.915,30,0.00892454973880311,0.0856525875190259,45019,147.150114705452,147,15,14,15,14,177.5,115,2.1551724137931,0.0486356212914097
AAAA,2017-06-13T09:41:00Z,2017-07-21T16:00:00Z,146.915,16,0.00905896542673443,0.104830669710807,55099,147.182071236486,145,8,7,8,7,180,100,5.33333333333333,0.0481184948270979
AAAA,2017-06-13T09:41:00Z,2017-07-28T16:00:00Z,146.915,23,0.00919063193863132,0.124008751902588,65179,147.150171055278,147,13,9,13,9,170,120,2.27272727272727,0.056971557046339
AAAA,2017-06-13T09:41:00Z,2017-08-18T16:00:00Z,146.915,21,0.00956923440901159,0.18154299847793,95419,146.903303600987,145,9,11,9,11,200,100,5,0.0591078283796952
AAAA,2017-06-13T09:42:00Z,2017-06-16T16:00:00Z,146.945,27,0.00835918467073747,0.00893835616438356,4698,146.979998505597,146,18,8,18,8,160,128,1.23076923076923,0.0857800874435419
AAAA,2017-06-13T09:42:00Z,2017-06-23T16:00:00Z,146.945,43,0.008504695330813,0.0281164383561644,14778,147.035008370262,147,32,10,32,10,167.5,115,1.25,0.0650607336715454
AAAA,2017-06-13T09:42:00Z,2017-06-30T16:00:00Z,146.945,43,0.00864741761752352,0.0472945205479452,24858,147.080032724729,147,31,11,31,11,170,110,1.42857142857143,0.05749679749625
