ticker,t,Price,VIX_wk,VIX_mn,VIX_sp
AAAA,2017-06-13T09:31:00Z,147.39,22.9066976456027,25.4380797276318,22.8668880559401
AAAA,2017-06-13T09:32:00Z,147.13,22.8367548867994,25.7154876427476,22.8261039354906
AAAA,2017-06-13T09:33:00Z,147.015,22.781213403625,25.5992914509853,22.769425752524
AAAA,2017-06-13T09:34:00Z,146.8,22.7482164265375,25.4874964285676,22.7470719455823
AAAA,2017-06-13T09:35:00Z,146.63,22.7530769158553,25.4439060759876,22.754061084717
AAAA,2017-06-13T09:36:00Z,146.685,22.565326532114,25.0692475237742,22.5654685691859
AAAA,2017-06-13T09:37:00Z,146.505,22.5406250804281,24.8900222316903,22.5499034888271
AAAA,2017-06-13T09:38:00Z,146.545,22.4717214507363,24.7421502501356,22.4813679791711
AAAA,2017-06-13T09:39:00Z,146.485,22.4432191934912,24.7428120616971,22.4478600314882
AAAA,2017-06-13T09:40:00Z,146.615,22.3319741650154,24.5027513489335,22.3396660127254
AAAA,2017-06-13T09:41:00Z,146.915,22.0958742210392,24.3319871840114,22.1079109111595
AAAA,2017-06-13T09:42:00Z,146.945,21.9677602755524,24.2296162946134,21.9721154629192
AAAA,2017-06-13T09:43:00Z,146.84,21.9496359478146,24.1588412618846,21.9574761693532
AAAA,2017-06-13T09:44:00Z,147.1,21.7958372606456,23.9761885660938,21.7982975047678
AAAA,2017-06-13T09:45:00Z,147.085,21.7945877213035,23.8559234067512,21.7958861468275
AAAA,2017-06-13T09:46:00Z,147.015,21.7656217284489,23.8250378765378,21.7627124830996
AAAA,2017-06-13T09:47:00Z,147.285,21.606654070789,23.5872836532537,21.5984698136035
AAAA,2017-06-13T09:48:00Z,147.26,21.5173352833071,23.5551358386807,21.5033535992062
AAAA,2017-06-13T09:49:00Z,147.255,21.4160459256841,23.566234031678,21.3933706123465
AAAA,2017-06-13T09:50:00Z,147.24,21.4491862427887,23.5426357211262,21.4226534438715
AAAA,2017-06-13T09:51:00Z,147.195,21.4504931845575,23.5228438076353,21.4249865234574
AAAA,2017-06-13T09:52:00Z,147.14,21.4315848244188,23.494365901899,21.4038403578188
AAAA,2017-06-13T09:53:00Z,147.085,21.4287548669573,23.4971985587953,21.4004418949783
AAAA,2017-06-13T09:54:00Z,146.94,21.4374203452187,23.4588803337868,21.4075608399352
AAAA,2017-06-13T09:55:00Z,146.875,21.4348843177578,23.5137487523258,21.4054165861365
AAAA,2017-06-13T09:56:00Z,146.79,21.3872140928449,23.5422044216365,21.34238143712
AAAA,2017-06-13T09:57:00Z,146.765,21.3980483041685,23.3448356354274,21.3555764415274
AAAA,2017-06-13T09:58:00Z,146.695,21.3796164637116,23.4786593483806,21.3574535552501
AAAA,2017-06-13T09:59:00Z,146.685,21.333756856321,23.4000209676673,21.3073756425437
AAAA,2017-06-13T10:00:00Z,146.725,21.3181032487031,23.35050358073,21.2843356471163
AAAA,2017-06-13T10:01:00Z,146.58,21.301760621693,23.3676914586485,21.261110280485
AAAA,2017-06-13T10:02:00Z,146.435,21.3348597142033,23.3434253071896,21.2972593107514
AAAA,2017-06-13T10:03:00Z,146.365,21.354830874518,23.3745337908308,21.3207351187175
AAAA,2017-06-13T10:04:00Z,146.355,21.3509510251909,23.373743029151,21.3100060536518
AAAA,2017-06-13T10:05:00Z,146.335,21.3679652869429,23.4739449171379,21.3304523986798
AAAA,2017-06-13T10:06:00Z,146.285,21.4070706675042,23.5057810914308,21.3650910472415
AAAA,2017-06-13T10:07:00Z,146.29,21.4103963925055,23.5402237747431,21.3670021750896
AAAA,2017-06-13T10:08:00Z,146.165,21.4790952979613,23.6463359029441,21.440730169286
AAAA,2017-06-13T10:09:00Z,146.085,21.4717804326289,23.7179531432594,21.4221860942762
AAAA,2017-06-13T10:10:00Z,146.275,21.4664262405547,23.6597186416122,21.4160032236813
AAAA,2017-06-13T10:11:00Z,146.16,21.4629349387287,23.6350733102435,21.4117980355119
AAAA,2017-06-13T10:12:00Z,146.295,21.4606368374756,23.6068196715543,21.4109825617144
AAAA,2017-06-13T10:13:00Z,146.215,21.4644889157539,23.660811499807,21.4175877494573
AAAA,2017-06-13T10:14:00Z,146.255,21.4500245522426,23.5949406954719,21.4015491902871
AAAA,2017-06-13T10:15:00Z,146.38,21.4163690936131,23.4738589968425,21.3718346191685
AAAA,2017-06-13T10:16:00Z,146.455,21.3948084613581,23.4559973764469,21.3489364889604
AAAA,2017-06-13T10:17:00Z,146.265,21.4284898926282,23.4434884988582,21.3985861866704
AAAA,2017-06-13T10:18:00Z,146.255,21.4312455578757,23.3066278920008,21.4046852280152
AAAA,2017-06-13T10:19:00Z,146.115,21.4338058451873,23.4046603867562,21.4081969336744
AAAA,2017-06-13T10:20:00Z,146.175,21.4396664393296,23.3501888685748,21.4167902585898
AAAA,2017-06-13T10:21:00Z,146.125,21.4363708451113,23.3911855555747,21.4057544734502
AAAA,2017-06-13T10:22:00Z,146.29,21.3985627459495,23.4333546471371,21.3724979423757
AAAA,2017-06-13T10:23:00Z,146.245,21.4035916936298,23.4747383969741,21.3843944825305
AAAA,2017-06-13T10:24:00Z,146.375,21.3747847168796,23.4185804873631,21.3529813787668
AAAA,2017-06-13T10:25:00Z,146.155,21.405307436484,23.5161672986628,21.3775807198483
AAAA,2017-06-13T10:26:00Z,146.155,21.4126216008303,23.4799620470214,21.3814527386974
AAAA,2017-06-13T10:27:00Z,146.02,21.433263149288,23.5416012500807,21.4043285937184
AAAA,2017-06-13T10:28:00Z,146.15,21.4059027893114,23.5222535346429,21.3819044960727
AAAA,2017-06-13T10:29:00Z,146.115,21.3896481752958,23.5624874896336,21.3573605178624
AAAA,2017-06-13T10:30:00Z,146.235,21.3768142109303,23.5728935116007,21.3444024274229
AAAA,2017-06-13T10:31:00Z,146.405,21.3626467406723,23.6002085280892,21.3461309031848
AAAA,2017-06-13T10:32:00Z,146.39,21.3780454025377,23.6187438106343,21.3667925434504
AAAA,2017-06-13T10:33:00Z,146.4,21.3443497635785,23.5667785454042,21.3267986437445
AAAA,2017-06-13T10:34:00Z,146.555,21.2307332764916,23.2813735451399,21.2009116744514
AAAA,2017-06-13T10:35:00Z,146.505,21.2491886839159,23.3240805044349,21.2153135516358
AAAA,2017-06-13T10:36:00Z,146.47,21.2407653862309,23.1753461611073,21.2110040311803
AAAA,2017-06-13T10:37:00Z,146.47,21.2347491834714,23.0692975439117,21.2042846314917
AAAA,2017-06-13T10:38:00Z,146.475,21.2324298697307,23.0347065704978,21.2017071240581
AAAA,2017-06-13T10:39:00Z,146.415,21.2240482187575,22.9991708402568,21.1887598124359
AAAA,2017-06-13T10:40:00Z,146.4,21.2244403561117,22.9801941253334,21.2009160963854
AAAA,2017-06-13T10:41:00Z,146.295,21.2168466365246,22.9727339179024,21.1894789665836
AAAA,2017-06-13T10:42:00Z,146.195,21.2089856191376,22.9627564680295,21.1829696414083
AAAA,2017-06-13T10:43:00Z,146.2,21.1779319078977,22.9297319103578,21.1464972837065
AAAA,2017-06-13T10:44:00Z,146.225,21.1819983861138,22.8514525786611,21.152463146005
AAAA,2017-06-13T10:45:00Z,146.15,21.1714326741619,22.8439620553318,21.1398505239747
AAAA,2017-06-13T10:46:00Z,145.915,21.2333189092757,22.9131980559421,21.1996503559472
AAAA,2017-06-13T10:47:00Z,145.725,21.3327491734601,23.1361838473659,21.300776817921
AAAA,2017-06-13T10:48:00Z,145.8,21.32651463424,23.1791516070552,21.2992052374021
AAAA,2017-06-13T10:49:00Z,145.78,21.3218988077653,22.9841736015556,21.2866268005116
AAAA,2017-06-13T10:50:00Z,145.745,21.3357179962838,23.1036148063389,21.3073807202089
AAAA,2017-06-13T10:51:00Z,145.62,21.3700017868731,23.1365401204731,21.3459958914543
AAAA,2017-06-13T10:52:00Z,145.655,21.3644707407086,23.0975005812003,21.33622757334
AAAA,2017-06-13T10:53:00Z,145.715,21.4173182155083,23.1763556494176,21.3953704707459
AAAA,2017-06-13T10:54:00Z,145.755,21.3905985611369,23.1812931424495,21.3673490389163
AAAA,2017-06-13T10:55:00Z,145.665,21.4157213588392,23.2212931387335,21.3902738369772
AAAA,2017-06-13T10:56:00Z,145.77,21.3836189338673,23.1781704532766,21.3544193653975
AAAA,2017-06-13T10:57:00Z,145.585,21.4356054649148,23.3157616517029,21.4064411505729
AAAA,2017-06-13T10:58:00Z,145.475,21.4788949369223,23.4821144832006,21.4479859955993
AAAA,2017-06-13T10:59:00Z,145.375,21.4976929144035,23.4462638255415,21.4650738170969
AAAA,2017-06-13T11:00:00Z,145.26,21.6050801456001,23.628559384472,21.568379334264
AAAA,2017-06-13T11:01:00Z,145.4,21.6335006047447,23.6874745289937,21.5997947161137
AAAA,2017-06-13T11:02:00Z,145.405,21.6475731000962,23.7092580883368,21.6071581381684
AAAA,2017-06-13T11:03:00Z,145.31,21.6918394648463,23.7499001163347,21.6451140118632
AAAA,2017-06-13T11:04:00Z,145.315,21.7472595530849,23.9818511674553,21.6970139399729
AAAA,2017-06-13T11:05:00Z,145.445,21.7869463015842,24.0712313512007,21.7458620889427
AAAA,2017-06-13T11:06:00Z,145.635,21.7395460201221,23.8566929909636,21.7045590700965
AAAA,2017-06-13T11:07:00Z,145.645,21.7475271319016,23.9428485919655,21.7141374747105
AAAA,2017-06-13T11:08:00Z,145.575,21.7319909459163,23.9560389038881,21.7043273321102
AAAA,2017-06-13T11:09:00Z,145.595,21.7055538251512,23.9481863725169,21.6779950702199
AAAA,2017-06-13T11:10:00Z,145.625,21.7040045133087,23.9442168818311,21.6782424334901
AAAA,2017-06-13T11:11:00Z,145.625,21.6852881287073,23.9578202669499,21.6582587260532
AAAA,2017-06-13T11:12:00Z,145.645,21.676384749771,23.9267738945386,21.6441571228268
AAAA,2017-06-13T11:13:00Z,145.62,21.6770487445403,23.9351982011288,21.6459004514934
AAAA,2017-06-13T11:14:00Z,145.58,21.6547525167586,23.9459758745433,21.6211468432609
AAAA,2017-06-13T11:15:00Z,145.615,21.6544033181379,23.8250465198951,21.6276137118557
AAAA,2017-06-13T11:16:00Z,145.605,21.6435482014643,23.7791548521528,21.6126051848101
AAAA,2017-06-13T11:17:00Z,145.55,21.6247514259445,23.8128564212522,21.592449610226
AAAA,2017-06-13T11:18:00Z,145.63,21.6060553148957,23.7660520003792,21.5797472412469
AAAA,2017-06-13T11:19:00Z,145.78,21.5377921098443,23.5935220499748,21.5146198864643
AAAA,2017-06-13T11:20:00Z,145.945,21.417292325036,23.3540532007704,21.3906359634077
AAAA,2017-06-13T11:21:00Z,145.925,21.3766370865413,23.1813484261994,21.3462526831304
